id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
1820,Emard Circle,236,North Walkerburgh,95799,Oman,IL,60.429733,-159.883902
1821,Alta River,6125,South Ashton,83502-0910,Paraguay,PE,-35.989811,-111.557127
1822,Daugherty Mall,754,East Annetown,04449,Sweden,YT,30.128320,167.758723
1823,Emmie Shores,664,North Easterbury,64245-8014,Guam,CL,-72.421055,78.918395
1824,Stark Forest,6336,Tyriqueton,76354-1325,Puerto Rico,IR,-54.725501,-64.141595
1825,Korbin Ranch,2640,Padbergside,63360-5518,Tuvalu,PE,47.681098,-7.399480
1826,Boyle Run,625,Alphonsotown,14949,Armenia,RU,-81.421377,57.936543
1827,Kutch Coves,510,Port Heleneside,39328-1027,Vanuatu,NA,58.615141,103.012217
1828,Schulist Fork,248,Gunnerside,23754-0576,Singapore,SH,-0.162940,-139.483079
1829,Koss Place,690,Heloisemouth,85935,Sao Tome and Principe,CR,-76.094948,127.349137
1830,Shania Drives,827,North Sageport,38182-6904,Kiribati,SH,-36.630242,170.936656
1831,Kohler Dale,4849,Adamsbury,83217,Mexico,VA,41.953558,98.766582
1832,O'Kon Village,3569,Bechtelarland,95598,Ecuador,TZ,35.210481,-79.044977
1833,Barrows Dam,8180,Karianefurt,72880-7220,Norway,TT,-76.296913,161.770028
1834,Mitchell Harbors,95503,Janside,00655,Eritrea,SE,-55.335324,127.746262
1835,Cruickshank Passage,2971,South Victoria,17825,Pakistan,IS,-7.843783,-103.260188
1836,Freddie Junction,16147,Port Noreneshire,14173,Egypt,AE,-32.862794,-142.900786
1837,Abbott Hollow,802,Jocelynton,54290,Norway,AT,-60.846557,-84.557134
1838,Josefina Inlet,435,Port Cassidymouth,94803,Haiti,SL,-9.730500,140.828009
1839,Dicki Rest,997,Howellmouth,51142,Tunisia,DZ,-19.133806,141.146869
1840,Beier Garden,153,New Magnusburgh,98614,Morocco,CI,86.586873,92.992644
1841,Camila Streets,20218,East Otiliashire,85146-8992,Germany,GE,-41.504856,119.584403
1842,Katharina Well,468,West Quinton,15390-5070,Vanuatu,PA,-57.772308,-168.077313
1843,Prohaska Track,201,New Shanna,22761-4625,Holy See (Vatican City State),HR,59.295450,-139.775150
1844,Eichmann Harbor,788,Lake Meggieshire,66577-5178,Togo,BB,-28.065746,114.169697
1845,Steuber Plaza,97564,West Heaven,82074-0393,Burundi,UG,-42.625535,-57.888819
1846,Neva Road,361,Letitiastad,80484,Paraguay,KI,58.691395,124.541491
1847,Koelpin Plaza,28736,North Juniormouth,85609,United Arab Emirates,AG,66.761350,102.990346
1848,Lea Plains,635,Huelsfurt,44637-4762,Norfolk Island,CI,-14.979847,-102.932488
1849,Kohler Hills,139,Marjolaineland,03310,Kenya,GW,88.237854,116.345574
1850,Rolfson Port,749,East Fredafort,06118-9998,Guam,CM,30.515435,-73.365931
1851,Harber Fork,8541,Bellville,00336,Thailand,PN,-38.354625,-60.312640
1852,Okuneva Junctions,667,Corkeryland,68200,Argentina,IS,61.270061,178.317082
1853,Rosalee Throughway,109,Gerholdtown,45095-3581,South Africa,GS,-26.029171,-169.227359
1854,Anderson Union,520,West Mireyabury,70939-5869,Nicaragua,VA,80.959319,118.144026
1855,Cole Ramp,4389,Gorczanyborough,09386-1862,Holy See (Vatican City State),OM,42.874474,-178.601929
1856,Delbert Shoals,778,Amiestad,99344-8376,Nepal,GU,73.792897,-8.682410
1857,Maximillian Turnpike,43444,Lake Greenhaven,98606,Martinique,LA,-32.505992,-57.295106
1858,Luettgen Mission,424,Elmoremouth,82319,Chile,BR,-73.196823,32.524983
1859,Will Fort,265,Lake Alana,80647-1224,United States of America,SG,35.408157,49.814222
1860,Eulalia Point,751,North Burdettehaven,75396-6274,Antigua and Barbuda,PG,39.131734,153.993517
1861,Jules Square,591,Port Geovanny,73711-1549,Tajikistan,TF,-47.779427,-78.401447
1862,Noah Viaduct,2348,West Asha,67299,Cuba,EH,-68.071427,-73.514764
1863,Shanon Burgs,518,North Rasheedville,33945-7774,Nepal,MR,69.084297,-148.518537
1864,Christiansen Spur,69054,Norbertbury,05357,Bolivia,GE,-34.836543,-138.789501
1865,Amya Forges,8227,South Rylee,77035,Iran,HK,-53.544752,-27.141081
1866,May Coves,366,Koelpinburgh,07391,Heard Island and McDonald Islands,CX,-24.288221,-42.771333
1867,Mavis Port,26415,South Joanville,70528,Bhutan,CD,23.326953,-12.673919
1868,Boyer Knoll,498,Sipeshaven,28238-2848,Netherlands,UY,33.236200,-167.012599
1869,Wehner Glen,957,West Ephraim,18637-9931,Dominican Republic,CZ,-6.720668,86.707093
1870,Hansen Inlet,274,Elizafort,27782-3745,Vanuatu,US,74.088186,-114.662646
1871,Padberg Rapids,24516,Brocktown,77132-3785,Central African Republic,BH,-11.800321,86.346061
1872,Katrine Court,6477,Rickyland,08183,Azerbaijan,MZ,3.519314,64.231235
1873,Casper Underpass,89747,Kodybury,67649-6473,Pitcairn Islands,OM,-50.314669,-80.710834
1874,Corkery Knoll,640,Beahanfort,23701,Macedonia,BL,-41.251398,142.772623
1875,Mitchell Wall,27112,East Dusty,96710,Equatorial Guinea,MM,37.497278,-87.970164
1876,Bernhard Spring,2275,New Faustino,34628-2943,Austria,YT,23.653120,161.588189
1877,Joesph Via,954,Labadiemouth,79605,India,NC,62.590077,94.460981
1878,Stracke Gardens,417,South Damion,86942-0667,Georgia,ES,87.917567,-41.618743
1879,Stamm Road,5085,Littelmouth,53166,Holy See (Vatican City State),BZ,-83.823980,32.786428
1880,Dolores Curve,428,New Magdalen,36159-6327,Equatorial Guinea,MV,-9.924531,-104.079838
1881,Bergnaum Streets,6520,Erdmanshire,95224,Brazil,AT,-69.682038,-2.942350
1882,Stella Shoals,778,East Angus,85879,Liechtenstein,TO,30.029359,-96.939702
1883,Herzog Prairie,4083,Tianaburgh,25560-5925,Armenia,VG,86.789776,49.906387
1884,Mills Highway,39063,South Loyceberg,82434,United States Minor Outlying Islands,BA,38.324963,-143.714241
1885,Danny Station,5017,North Magnustown,71495-1576,Ecuador,GH,-77.708713,112.023093
1886,Klein Estates,8751,Madelynnland,29489-7502,Norfolk Island,FI,-63.448602,-102.400212
1887,Hammes Wall,80473,Lake Tremaine,97907,Cuba,AE,74.155902,114.735786
1888,Anderson Groves,7652,South Ovaburgh,42644,Suriname,BS,60.142318,-128.098027
1889,Carter Extensions,44105,West Wilfridchester,68249-1555,Pakistan,BS,-24.625507,152.827594
1890,Larson Union,93805,Jacobsville,42306,Germany,AO,-11.119284,-86.830753
1891,Conn Mountain,34673,Mantemouth,09423-0802,Kyrgyz Republic,TM,63.000361,-144.979125
1892,Liam Avenue,7480,Marquardtville,68553,Romania,TJ,27.108769,144.833968
1893,Mosciski Prairie,198,Port Chadburgh,67940-4271,Lao People's Democratic Republic,PR,18.893552,161.224710
1894,Isabella Trace,47278,West Elta,51560-6361,Lesotho,BW,-86.943949,178.750002
1895,Halvorson Vista,5403,Welchchester,47786,Colombia,SY,-83.379573,-74.919006
1896,Raheem Flat,3060,Hamillshire,80387-6708,Antigua and Barbuda,PY,36.792206,52.538388
1897,Renner Burg,15062,Rhiannafort,07741,Hungary,RO,-56.880601,133.157480
1898,Armstrong Orchard,763,North Sonny,07355,Netherlands,VN,-71.472175,10.874583
1899,Gulgowski Walk,459,Port Keanu,68463-4245,Kuwait,WF,78.753912,84.961802
1900,Kattie Dam,150,Kovacekburgh,17586,Croatia,NI,23.014664,-16.129493
1901,Nader Islands,1265,Marianebury,72401-0448,Paraguay,IQ,55.182137,-9.708698
1902,Rocky Rest,995,Eileenmouth,23724,Northern Mariana Islands,LK,-16.957309,13.406333
1903,Darwin Center,786,Rosemariebury,78386-6014,Western Sahara,YT,-53.584806,109.823787
1904,Rosemary Glens,316,Sophiafort,74748,Egypt,AF,61.657771,-154.874741
1905,Laney Villages,2827,Port Telly,94126-1186,Croatia,PL,-16.040740,-101.957781
1906,Franecki Plaza,39762,North Ewald,07231-8837,Suriname,GT,56.917129,-85.179932
1907,Nikolas Streets,355,Robelland,92780,Georgia,CH,88.565435,-25.404762
1908,Raquel Creek,32787,Brownburgh,81179-5141,Argentina,MX,68.141036,-3.535901
1909,Megane Flat,241,Grantstad,15863,Guyana,PT,45.805368,-121.061952
1910,Fay Lights,8714,Bashirianland,82532-2111,Slovenia,GP,-87.748752,0.197201
1911,Ritchie Roads,944,East Tina,18229,United States Virgin Islands,WF,9.560719,-127.103659
1912,Kuvalis Junction,337,Lake Arturo,74934,Turkmenistan,ZM,-3.963722,-106.278076
1913,Hiram Island,92721,Garettstad,65051-2742,American Samoa,GW,12.631965,124.359215
1914,Juston Greens,782,Port Martin,34609,United Arab Emirates,MT,11.852396,46.664627
1915,Zemlak Street,6219,Christinefort,85308-5818,Afghanistan,MG,26.136682,-162.586368
1916,Scotty Wells,55754,Lake Eldon,04099-1702,Canada,ML,62.569977,103.834331
1917,Rodriguez Park,55346,Borerburgh,07657,Brunei Darussalam,NU,14.521192,109.788916
1918,Tommie Squares,56712,Hopeland,98861-2732,Japan,OM,75.559736,123.680627
1919,Vena Drive,94690,Cartwrightborough,94233-4715,Tuvalu,UA,83.583412,-2.749845
1920,Monica Lights,40620,Adellmouth,23112,Australia,FO,37.678754,24.024439
1921,Alexandra Mountains,8539,East Ruben,79017-6920,Latvia,MW,-82.387570,127.291672
1922,Neoma Estate,9692,North Meredithburgh,57272,Canada,TJ,24.916710,-130.199876
1923,Eichmann Way,96119,East Mckenzie,39967-1850,Nigeria,NI,-5.200364,-156.963828
1924,McKenzie Greens,80132,New Garnetside,31970-1317,Malta,GA,24.604988,17.762865
1925,O'Kon Hills,45589,West Bellestad,89712,Cayman Islands,GN,-85.178843,131.429648
1926,Lela Square,6478,Bayleeborough,29940-0337,Turkey,PK,65.200629,-18.082414
1927,Sofia Ranch,5241,Armstrongfort,14484-1713,Malaysia,WS,-1.732828,-4.207434
1928,Treutel Fort,47344,Gorczanyville,17810,Saint Vincent and the Grenadines,BN,-21.226982,138.238759
1929,Shaniya Radial,745,New Shanonburgh,33038,Togo,GI,-18.452760,91.716090
1930,Mitchell Street,914,South Gage,25695-7467,French Polynesia,LS,-74.616710,71.647152
1931,Franecki Shoals,28414,South Maeganborough,56297-1247,Guyana,NG,24.288429,-28.030374
1932,Jakubowski Village,80884,North Denistown,04332,Heard Island and McDonald Islands,GH,-78.847455,144.257539
1933,Lowe Spur,60501,East Godfrey,81267-8326,Finland,TT,-81.645758,177.877046
1934,Quigley Prairie,92008,Malvinaland,22258,Tajikistan,UA,-49.414201,100.303846
1935,Cummerata Drive,19189,Luettgenton,05916,Namibia,TT,-87.537625,-6.354912
1936,Jordi Burg,3219,North Barryfort,54190,Macao,IS,-54.804450,-173.405119
1937,Loren Overpass,35504,Susanaborough,51024,San Marino,DM,-76.208837,90.432558
1938,Greenholt Fort,474,Willfort,55676-8418,Bolivia,TW,16.517785,143.943419
1939,Doyle Burg,67556,North Fanny,07845-6579,Greece,BR,66.211106,42.888553
1940,Farrell Stravenue,59843,Effertzport,29344-1841,Central African Republic,NL,-57.067181,140.432148
1941,Micheal Motorway,1315,West Danykaborough,73778-1864,Equatorial Guinea,BM,-20.453581,24.171549
1942,Maude Harbor,30805,Port Amieville,59236-5579,Italy,TH,-2.538896,-35.624074
1943,Beer Plaza,2454,Port Adeliamouth,58011-5176,Seychelles,CA,-67.063594,-71.390623
1944,Gayle Drive,7148,North Jakob,31847-1683,Ireland,AS,10.392425,-163.617976
1945,Becker Brooks,111,Port Mireyatown,64627-6188,New Zealand,GS,-31.614505,124.819238
1946,Otilia Knoll,50684,Strackeland,37033-5481,India,VE,-62.174536,-56.123239
1947,Maddison Green,64740,North Margretside,91403,British Indian Ocean Territory (Chagos Archipelago),MQ,-9.889209,-54.084681
1948,Marc Lakes,575,Carmelfurt,46341,Vanuatu,AE,14.649552,-133.699908
1949,Kessler Center,6880,Haleystad,22558,Isle of Man,ES,65.168590,166.037405
1950,Orland Viaduct,942,North Leoneland,64345,Serbia,BT,-80.201462,-7.148853
1951,Aaron Oval,194,New Jefferey,89322-8927,Burundi,ZW,17.037970,-172.849728
1952,Heaney Prairie,87599,Gertrudeport,16546,Norway,MS,17.926605,116.116842
1953,Vandervort Loaf,4777,Port Delberthaven,40876-0265,Nepal,MH,-46.099234,79.041042
1954,Lewis Haven,66146,Raynorstad,65354,Montenegro,NZ,88.982278,-62.665439
1955,Schmitt Row,5279,Bergnaumshire,27710-4060,Sao Tome and Principe,TK,71.151903,62.568950
1956,Providenci Spring,280,O'Haraview,85004,Somalia,KM,-78.712554,-103.113662
1957,Eda Station,926,Port Norbertobury,53839,Cambodia,NF,-57.569992,163.368867
1958,Felipe Place,69218,East Nyahton,18167-0529,Gambia,GW,42.708018,139.196578
1959,Ondricka Turnpike,1274,Zettaside,35641-4820,Malta,SM,85.111645,-26.995460
1960,Mills Prairie,49327,East Millerport,48783-8405,Papua New Guinea,IN,-34.617603,-128.506098
1961,Turcotte Green,59639,West Kristinafort,07712-7980,British Indian Ocean Territory (Chagos Archipelago),GS,58.235325,-162.693197
1962,Schmeler Crossing,351,Gloverland,95271-1241,Trinidad and Tobago,MK,-9.181087,-24.980338
1963,Green Rapid,21421,North Pearl,50585-3041,Cape Verde,UG,59.324651,72.503942
1964,Gutmann Falls,772,East Brionna,12743,Saint Pierre and Miquelon,DM,3.173635,-164.164762
1965,Myriam Coves,82712,Starkview,25003,Cuba,AI,-80.205732,72.461469
1966,Kianna Extensions,9055,New Elisha,89293,Mauritius,LI,70.988839,153.774125
1967,Volkman Bridge,203,South Everettefurt,38960-2449,United Arab Emirates,NO,-17.167979,-80.946934
1968,Mills Green,450,Oraport,76604-5041,Nauru,HN,27.600472,107.550509
1969,Rupert Park,77158,Heidenreichmouth,43978-7231,Malta,UM,27.344798,92.372584
1970,Candelario Drive,14451,Lake Sammie,61946-9330,Marshall Islands,OM,74.796061,-80.289425
1971,Gutkowski Trafficway,2185,South Hilbert,09405-1170,Germany,ZW,42.290319,38.147242
1972,Ofelia Coves,5508,Sallieshire,97622-3882,Micronesia,FI,39.432203,-140.544101
1973,David Crossroad,5962,Sadyefurt,50015-1967,Burkina Faso,ER,52.072554,-161.210821
1974,Adams Forge,21435,East Betty,08772-7281,Costa Rica,ML,-60.675647,-58.502674
1975,Jonatan Station,7114,New Pearlineport,58426,Peru,TZ,-50.585285,84.667439
1976,Reynolds Garden,604,Funkburgh,45850-2409,Dominica,SZ,-78.666103,145.462002
1977,Jason Fall,654,Rhodabury,69711-8733,Djibouti,UY,-47.268743,157.783417
1978,Elinor Drives,253,Borerchester,67023-4310,Tajikistan,KH,-67.890492,57.465213
1979,Ethelyn Extension,530,West Althea,64027,Ethiopia,TG,-9.714334,-88.283036
1980,Skiles Keys,95742,Marianview,70516,Czech Republic,BN,73.604839,-94.398218
1981,Abe Prairie,6241,West Tiafort,80415,Moldova,WS,-13.390385,133.135545
1982,Jamir Pines,8009,O'Reillyshire,95098-4875,Slovakia (Slovak Republic),MN,-4.843229,-166.046217
1983,Rahsaan Union,79061,Port Vicente,21226,Ghana,IR,40.724775,-17.633814
1984,O'Conner Squares,2600,Port Laviniaville,05362,Mali,GY,49.575057,166.847590
1985,Manley Summit,767,Runteside,07057-3624,Aruba,GL,-57.600549,-41.846187
1986,Hoppe Flat,707,West Elta,03146-7590,Bermuda,VA,41.209418,-70.976757
1987,Torp Extension,9621,Jewelberg,49645-6671,Albania,PY,-11.612010,63.582184
1988,Elroy Ford,445,East Delpha,08420-4772,Egypt,CU,52.348383,109.824947
1989,Crona Shore,306,North Camryn,87736-8680,Malawi,NC,20.358248,-65.669640
1990,Brekke Key,2279,Angelicaville,04342,United States of America,NA,76.543163,35.155245
1991,Branson Brooks,92504,Grahamfort,85314,Aruba,SG,-0.364026,28.705911
1992,Zora Expressway,99877,North Alvena,28143-4047,American Samoa,SZ,-12.667057,63.129690
1993,Haleigh Island,3175,Sawaynville,48505,Guadeloupe,FO,67.347011,172.457405
1994,Beier Curve,559,Bernhardville,63505,Bahrain,AM,-10.356138,135.764106
1995,Dorris Mall,118,Millerfurt,91233,Albania,ZA,-26.568744,71.783283
1996,Rice Pine,96358,South Lessie,71979,Vanuatu,NA,53.403990,41.365209
1997,Marvin Crescent,525,Lake Virgie,49920-8033,Uruguay,MU,-53.190255,-31.159530
1998,Borer Island,5642,Hortensemouth,23567,New Caledonia,DZ,-85.745473,27.371091
1999,Leonardo Springs,63214,Dickibury,22678,Algeria,DO,-1.374063,-159.257921
2000,Parker Lock,417,Cadenfort,61598,Thailand,EE,76.646084,-80.723702
2001,Shemar Mountain,8041,Harveyfort,52026,Cuba,PG,-73.211152,-60.277558
2002,Meghan Track,69392,Carolinechester,35866-3271,Niger,GI,67.901390,-162.922430
2003,Frami Divide,617,Port Modestoport,13039-2301,Djibouti,IS,-14.309301,110.034368
2004,Kuhlman Stravenue,498,Cummingsville,15025-6667,Grenada,BR,-56.220703,178.007544
2005,Botsford Points,89816,North Wardmouth,22850,Finland,BM,-28.571194,-129.452162
2006,Predovic Crossing,6930,Port Candidoville,07610,Guernsey,CM,-64.998339,-46.753093
2007,Timmy Valley,9052,South Rooseveltland,20914-4869,Brunei Darussalam,AW,-49.481675,114.570661
2008,Mann Square,298,New Mertiemouth,95971-3141,Peru,IE,25.750817,117.344517
2009,Runolfsson Mews,756,Marshallview,19838-6538,Iceland,GR,5.350235,-65.809740
2010,Alyce Mountains,6069,West Penelopeport,66061-2589,Rwanda,CK,-84.307028,-148.073330
2011,Johnpaul Isle,662,Lake Alexanderchester,14465,Belarus,CK,-58.350914,26.119771
2012,Bridget Oval,18641,West Vilma,48537,Burkina Faso,TD,12.418984,-7.828272
2013,Sanford Inlet,8716,Jewelport,85671-1244,Senegal,SJ,23.758664,58.618721
2014,Mary Pike,34581,Konopelskiburgh,03525,Monaco,MM,12.218307,-171.645268
2015,Boyer Plaza,338,New Myrtle,69675-8317,Mauritius,NC,-41.864757,168.935005
2016,Gutmann Plaza,44146,New Brantport,62498-8256,United Kingdom,AU,-68.466934,38.779552
2017,Casper Mountains,41475,Rosannabury,77977,Austria,DO,-77.198037,81.774828
2018,Lindgren Mill,35719,New Randyburgh,01394-5740,Sao Tome and Principe,KG,41.609207,-71.311839
2019,Hane Harbor,9917,New Aldenville,32113,Latvia,AD,-53.809976,175.997750
2020,Wisozk Course,569,Hammesshire,98752,Russian Federation,AT,85.673350,75.854807
2021,Aiyana Springs,546,Lake Abbieland,66149-7430,Comoros,NP,56.846317,149.318173
2022,Marks Union,3224,Clairport,64239-6630,Guinea,NL,-86.458426,3.021158
2023,Blick Locks,82017,East Sheldonport,81418,Tokelau,RU,77.085006,43.300280
2024,Ashton Hill,5501,Krisville,10534,Austria,NA,56.503653,-2.872366
2025,Angus Ville,1030,Halleview,37659-7316,Turks and Caicos Islands,KM,33.512670,23.731177
2026,Zelma Place,7860,Laylaland,63128-1596,Jamaica,KW,58.865083,87.675815
2027,Windler Vista,1965,Eldonchester,46522-8313,Singapore,MT,54.407806,5.963944
2028,Sofia Via,813,Blandaborough,90664-9746,British Indian Ocean Territory (Chagos Archipelago),TZ,-81.694067,67.558929
2029,Schneider Fort,5800,Armstrongville,59216,Canada,MF,50.229946,126.378265
2030,Hyatt Roads,6485,Johnnieview,75231,Gibraltar,ER,-45.422485,113.712672
2031,Danyka Ranch,1206,Jamilfort,80985,Korea,SK,8.610265,-138.891888
2032,Tianna Valleys,2963,Swaniawskitown,98933,Kenya,VN,24.634023,57.259408
2033,Cecilia Islands,8551,Moenside,29659-1099,Cote d'Ivoire,ME,73.324175,100.017544
2034,Rowan Mall,6376,South Devon,20262-1775,Netherlands,NZ,-39.228004,59.238761
2035,Miguel Curve,6653,Lake Imani,01891,Lesotho,TW,72.489987,-57.960930
2036,Gardner Lodge,38098,Lake Alexanefurt,71535,Azerbaijan,RS,-59.989921,-170.316310
2037,Spinka Ridge,7631,Ryanhaven,88347-0050,British Virgin Islands,KW,39.492658,140.029909
2038,Gideon Well,7790,West Kian,22552,New Zealand,FM,79.698102,174.598598
2039,Swift Vista,869,Linaport,87488-6717,Jersey,PA,-28.304887,-145.660964
2040,Schoen Throughway,317,New Hughborough,94613,Faroe Islands,KP,34.784497,134.579976
2041,Wisozk Court,13880,Port Cheyanne,42191,Costa Rica,TV,88.108183,-169.044603
2042,Nader Expressway,209,Santoshaven,16719-4530,Reunion,EH,-15.231819,-167.708439
2043,Collin Cliffs,845,Port Denashire,13067-0608,Gibraltar,KI,-62.875616,57.348063
2044,Koss Cliff,52065,East Kira,90726,Uganda,GR,-26.417175,122.983105
2045,Boyle Circle,8564,Hymanland,47651,Niue,UG,35.796409,-63.788619
2046,Heller Views,93579,Eloiseside,53896-2600,Senegal,BS,-88.666277,-113.220786
2047,Rylee Landing,2882,Medhurstland,72682-2547,Falkland Islands (Malvinas),NI,25.303673,-176.136647
2048,Wyman Squares,18939,Port Alejandrinbury,89517,Bhutan,ME,53.664608,96.842519
2049,Monahan Ford,403,East Woodrow,84358,Uganda,KP,85.588576,-87.672684
2050,Estelle Greens,3414,Port Terrell,86890,Namibia,CI,-13.412147,-169.287862
2051,Tyra Mills,8181,Wymanhaven,77700-6204,Ghana,TK,62.288181,67.441103
2052,Swaniawski Well,95988,Strosinview,85040,Western Sahara,MX,-33.796867,-72.321917
2053,Howe Oval,30732,West Quinton,97851-4592,Bulgaria,YE,75.719598,-72.263356
2054,Pearl Flats,6098,South Heath,42976,Sri Lanka,VG,-39.407276,-11.043265
2055,Imani Estates,9855,New Clay,70252,Puerto Rico,TF,33.371436,-72.669902
2056,Nolan Plaza,797,Justonland,32329-4662,Malawi,EG,68.376657,-45.520581
2057,Lee Crest,404,Port Trent,46773-4223,Libyan Arab Jamahiriya,MA,-31.701652,148.015143
2058,Elias Cliff,75871,West Billshire,88213-4995,Malaysia,EE,-29.517248,-166.992682
2059,Jermain Plaza,6144,Steuberbury,14776-1044,Togo,NU,-58.083217,173.138890
2060,Ladarius Ridges,14615,West Morris,75348,Saint Pierre and Miquelon,BG,-8.930782,-137.099446
2061,Emil Extensions,7569,East Willowton,66259-7405,Norway,YT,-76.924826,98.807097
2062,Donnelly Terrace,41702,Wadechester,62892-6226,Svalbard & Jan Mayen Islands,PS,0.577321,134.590703
2063,Elta Mills,77671,South Kayaborough,89156-7013,Algeria,EE,42.338016,-25.624258
2064,Gage Square,789,West Robyn,58155-9945,Maldives,MA,-31.330452,-72.200516
2065,Aufderhar Run,902,Paulamouth,65966-9662,Chad,UY,-33.687188,-150.433729
2066,Sauer Knolls,805,Reichertview,65012-4774,Ecuador,MH,-1.756883,80.213723
2067,Reinger Valleys,2360,North Lillieshire,61544,Barbados,SA,35.028585,-60.522086
2068,Hackett Stravenue,562,South Abdul,74001-5791,Chad,NO,-56.700216,131.775270
2069,Bailey Crest,171,Milfordberg,88728-0998,French Guiana,ME,-83.030085,20.260131
2070,Candace Square,86921,East Abagailmouth,99278-3133,Puerto Rico,SK,-67.945459,-66.061121
2071,Towne Branch,43619,New Terencechester,40284,Grenada,TN,-34.994569,-14.924939
2072,Brekke Fall,94934,Clairtown,82005,Pitcairn Islands,BO,43.277056,160.855574
2073,Jalen Way,84886,Myrlton,74649,Mauritania,NL,-87.911657,-157.489997
2074,Cooper Grove,81757,South Izaiahview,85569-7130,Brunei Darussalam,VN,-60.151741,135.680297
2075,Nasir Island,22169,West Myrna,88558-1120,Macedonia,YT,57.028258,-155.610238
2076,Maggio Stravenue,373,East Brianne,81653-1333,Niger,BQ,25.447264,5.982135
2077,Dicki Stravenue,40886,Reynoldstown,24595-0987,Western Sahara,AF,-33.715906,-3.808785
2078,Hadley Mall,7330,Terrancemouth,83758-5981,Tanzania,BL,25.994330,52.987482
2079,Fritsch Stream,173,Lake Rex,88258-1701,Liberia,BS,61.795305,139.726858
2080,Robel Mountains,439,Port Dion,51453,Portugal,GP,-71.531906,140.302202
2081,Towne Tunnel,548,Emardtown,88737-0937,Guernsey,CN,58.872824,-148.524158
2082,Elouise Trail,6260,Cruickshankland,53699,Peru,CV,-36.650848,-45.782057
2083,Jaskolski Court,589,West Percy,12832,Seychelles,GQ,42.367372,-66.608069
2084,Uriel Lakes,8116,New Antonio,99916,Wallis and Futuna,SD,-16.827526,-179.139000
2085,Jaleel Junction,6473,West Augusta,09401,Panama,BJ,17.562137,125.495411
2086,Mariela Cove,682,Johnnieborough,21054,Sudan,AE,21.390595,47.305849
2087,Judge Lodge,591,Port Johanna,17836-4513,Albania,VU,1.118449,-151.065404
2088,Rodrigo Corner,15152,Bogisichtown,62196-8939,Tokelau,UY,8.725946,-38.645856
2089,Thiel Inlet,3052,Port Andyfurt,20189,Kyrgyz Republic,PL,-29.003727,-44.375632
2090,Estrella Crescent,3780,South Hannahberg,72879-8843,Montserrat,GH,34.326125,-10.167280
2091,Kulas Burgs,631,South Krystina,87863,Indonesia,TM,39.336341,174.972809
2092,Block Key,21975,Davismouth,98945-3341,Cocos (Keeling) Islands,LT,2.669195,-99.244848
2093,Alexandrine Turnpike,94888,East Royceborough,54716-7864,Kazakhstan,GB,78.008671,-52.636571
2094,Felicia Fall,455,Port Jules,62966-7174,Bouvet Island (Bouvetoya),BL,25.347073,164.539930
2095,Antonetta Squares,290,East Walter,86588,Taiwan,CO,-2.157285,-120.863299
2096,Rosendo Hill,7100,Port Eleazar,88106-5906,Malaysia,LT,4.547451,-73.285798
2097,Shayne Center,78972,Madelyntown,09151-3137,Sri Lanka,BQ,5.877277,63.816656
2098,Margaret Mountains,5242,Russelburgh,83259,Tunisia,BQ,40.224383,59.714519
2099,Kuhn Rest,8448,Marinaside,93683-9609,Cook Islands,CY,-31.814014,121.287330
2100,Silas Squares,590,Talonchester,57276,Somalia,SC,-88.688407,169.924996
2101,Grady Ford,29123,Trantowbury,93385-1951,Romania,MQ,-41.015515,112.038487
2102,Christopher Cove,5000,South Sarah,36231,Australia,MO,60.102667,-72.114122
2103,Kayley Mills,899,Mrazfurt,92668,Egypt,ZW,36.416135,-145.034731
2104,Bayer Walk,5209,Port Hillard,28574,Togo,KE,63.988000,90.350056
2105,Aisha Place,31147,North Yasminemouth,62631-0398,Guam,GH,-86.467860,165.180631
2106,Hahn Crossroad,89441,North Bessie,66721-0056,Ethiopia,ZA,44.104104,-87.467551
2107,Marley Island,988,South Trudie,05655-8304,Equatorial Guinea,GA,-50.033561,-143.271056
2108,Fermin Plaza,86170,South Rhea,72971-0403,Vanuatu,QA,17.151974,-88.446756
2109,Lubowitz Vista,1639,Elianborough,62767-5365,Niue,SN,41.580191,155.890083
2110,Jenkins Inlet,79795,West Karl,76113-0178,Madagascar,GR,-6.708288,81.828137
2111,Jayce Lodge,171,New Monique,90363,Syrian Arab Republic,MC,12.136785,10.018402
2112,Marcia Road,8604,Port Ryleyshire,45991,Peru,RO,-14.207650,-44.633542
2113,Bartoletti Lake,8665,Lake Keven,33112-1240,Ethiopia,GF,1.750000,-54.551412
2114,Jayce Springs,46839,Rosemariestad,58503,Syrian Arab Republic,PS,25.293718,-70.834230
2115,Miller Center,956,Sengerfort,20676-9522,Northern Mariana Islands,CX,71.305753,126.011023
2116,Ankunding Wall,39673,New Jeramy,43102,Tanzania,BG,45.908806,-33.437952
2117,Tony Tunnel,23620,Balistrerihaven,69373,Tajikistan,CN,75.063216,24.009534
2118,Kshlerin Shoal,530,Lake Ladarius,66399,Dominica,UG,81.192899,-21.588016
2119,Gayle Walks,35065,Schuppeberg,56776,India,GP,-36.018204,147.009714
2120,Avery Plains,73190,Pollichmouth,64281,Greenland,GN,74.169824,-32.361241
2121,Hand Cliff,265,Hagenesberg,77634-3459,Yemen,GT,-71.685434,42.688024
